Abbreviation,Meaning,Translation,Wikipedia,Subject,Verified
IPG,implanted pulse generator,植入式脉冲发生器,https://en.wikipedia.org/wiki/Neurostimulation,,
IPJ,Intra‐Phalangeal Joint,指内关节,,,
IPSET-Thrombosis,International Prognostic Score of Thrombosis for ET,ET血栓形成的国际预后评分,,,
IPSS,International Prostate Symptom Score,国际前列腺症状评分,https://en.wikipedia.org/wiki/International_Prostate_Symptom_Score,,
IR,implantation rate,植入率,https://en.wikipedia.org/wiki/Pregnancy_rate#Various_end_points,,
IR,internal rotation,内部旋转,https://en.wikipedia.org/wiki/Anatomical_terms_of_motion#Rotation,,
IR,interventional radiology,介入放射学,https://en.wikipedia.org/wiki/Interventional_radiology,,
IRB,institutional review board,机构审查委员会,https://en.wikipedia.org/wiki/Institutional_review_board,,
IRMA,immunoradiometric assay,免疫放射分析,https://en.wikipedia.org/wiki/Immunoradiometric_assay,,
IRP,Integrated Relaxation Pressure,综合松弛压力,,,
IS,infarct size,梗死面积,,,
IS,insulin sensitivity,胰岛素抵抗,https://en.wikipedia.org/wiki/Insulin_resistance,,
ISF,Insulin Sensitivity Factor,胰岛素敏感性因子,,,
ISG,interferon-stimulated gene,干扰素刺激基因,https://en.wikipedia.org/wiki/Interferon-stimulated_gene,,
ISIB,intrasphincteric injection of Botox,括约肌内注射肉毒杆菌毒素,,,
ISR,in-stent restenosis,支架内再狭窄,,,
ISS,Interspinous Spacer,棘突间垫片,,,
ISS,idiopathic short stature,特发性矮小身材,https://en.wikipedia.org/wiki/Idiopathic_short_stature,,
ISSNHL,idiopathic sudden sensorineural hearing loss,感觉神经性耳聋,https://en.wikipedia.org/wiki/Sensorineural_hearing_loss,,
IT,iliotibial,ili胫,,,
IT,intratympanic,鼓室内,,,
IT,time from symptom onset to coronary intervention,从症状发作到冠状动脉介入治疗的时间,,,
ITB,iliotibial band,ili胫束,https://en.wikipedia.org/wiki/Iliotibial_tract,,
ITB,intrathecal baclofen,鞘内巴氯芬,,,
ITI,Inner to Inner,内到内,,,
ITP,immune thrombocytopenic purpura,特发性血小板减少性紫癜,https://en.wikipedia.org/wiki/Immune_thrombocytopenic_purpura,,
ITR,Inferior Turbinate Reduction,下鼻甲缩小,,,
ITT,Intent-to-Treat,意向治疗,,,
ITU,intensive therapy unit,重症监护室,https://en.wikipedia.org/wiki/Intensive_care_unit,,
IU,international units,国际单位,https://en.wikipedia.org/wiki/International_unit,,
IUD,intrauterine device,宮內节育器,https://en.wikipedia.org/wiki/Intrauterine_device,,
IUGR,intrauterine growth restriction,宫内生长受限,https://en.wikipedia.org/wiki/Intrauterine_growth_restriction,,
IUP,intrauterine pregnancy,宫内妊娠,,,
IUPC,intrauterine pressure catheter,宫腔压力导管,https://en.wikipedia.org/wiki/Intrauterine_pressure_catheter,,
IV,intravenous,静脉注射,https://en.wikipedia.org/wiki/Intravenous_therapy,,
IVC,inferior vena cava,下腔静脉,https://en.wikipedia.org/wiki/Inferior_vena_cava,,
IVD,intervertebral disc,椎间盘,https://en.wikipedia.org/wiki/Intervertebral_disc,,
IVDA,Intravenous Drug Abuse,静脉药物滥用,,,
IVDU,intravenous drug use,静脉用药,https://en.wikipedia.org/wiki/Drug_injection,,
IVF,In Vitro Fertilization,体外人工受精,https://en.wikipedia.org/wiki/In_vitro_fertilisation,,
IVF,intravenous fluids,静脉注射,https://en.wikipedia.org/wiki/Intravenous_therapy,,
IVIG,intravenous immunoglobulin,静脉注射免疫球蛋白,https://en.wikipedia.org/wiki/Immunoglobulin_therapy,,
IVUS,intravascular ultrasound,血管内超声,https://en.wikipedia.org/wiki/Intravascular_ultrasound,,
Ig,immunoglobulin,抗体,https://en.wikipedia.org/wiki/Antibody,,
IgA,Immunoglobulin A,IgA,https://en.wikipedia.org/wiki/Immunoglobulin_A,,
IgD,immunoglobulin D,免疫球蛋白 D,https://en.wikipedia.org/wiki/Immunoglobulin_D,,
IgE,immunoglobulin E,免疫球蛋白E,https://en.wikipedia.org/wiki/Immunoglobulin_E,,
IgG,immunoglobulin G,IgG,https://en.wikipedia.org/wiki/Immunoglobulin_G,,
IgM,immunoglobulin M,IgM,https://en.wikipedia.org/wiki/Immunoglobulin_M,,
InflAAA,Inflammatory Abdominal Aortic Aneurysm,炎症性腹主动脉瘤,,,
i-TIMI,initial-thrombolysis in myocardial infarction,心肌梗塞初期溶栓,,,
iNKT,invariant natural killer T,不变自然杀手T,,,
iPSA,intact prostate specific antigen,完整的前列腺特异性抗原,,,
iPSC,induced pluripotent stem cell,诱导性多能干细胞,https://en.wikipedia.org/wiki/Induced_pluripotent_stem_cell,,
indel,insertion-deletion,插入删除,,,
JAK,janus kinase,JAK激酶,https://en.wikipedia.org/wiki/Janus_kinase,,
JAK-STAT,"janus kinase, signal transducer and activator of transcription protein",janus激酶，信号转导子和转录蛋白激活剂,,,
JAKi,JAK inhibitor,JAK抑制剂,https://en.wikipedia.org/wiki/Janus_kinase_inhibitor,,
JIA,juvenile idiopathic arthritis,幼年特发性关节炎,https://en.wikipedia.org/wiki/Juvenile_idiopathic_arthritis,,
JNA,Juvenile nasopharyngeal angiofibroma,少年鼻咽血管纤维瘤,https://en.wikipedia.org/wiki/Nasopharyngeal_angiofibroma,,
JP,Jackson Pratt,杰克逊·普拉特（Jackson Pratt）,,,
JRA,juvenile rheumatoid arthritis,幼年特发性关节炎,https://en.wikipedia.org/wiki/Juvenile_idiopathic_arthritis,,
JRAAA,Juxtarenal Abdominal Aortic Aneurysm,腹侧腹主动脉瘤,,,
K,keratometry,角膜测定法,https://en.wikipedia.org/wiki/Keratometer,,
K,potassium,钾,https://en.wikipedia.org/wiki/Potassium,,
KAX,"ketamine, acepromazine, and xylazine",氯胺酮，乙酰丙嗪和甲苯噻嗪,,,
KCH,King’s College Hospital,国王学院医院,,,
KCL,potassium chloride,氯化钾,https://en.wikipedia.org/wiki/Potassium_chloride,,
KUB,"kidney, ureter, bladder (x-ray)",肾脏，输尿管，膀胱（X射线）,,,
Kmax,maximum simulated keratometry value,最大模拟角膜曲率测定值,,,
L,left,剩下,https://en.wikipedia.org/wiki/Left,,
L&D,labor and delivery,分娩,https://en.wikipedia.org/wiki/Childbirth,,
LA,left atrium,心房,https://en.wikipedia.org/wiki/Atrium_(heart),,
LA,leukoaraiosis,脑白质疏松症,https://en.wikipedia.org/wiki/Leukoaraiosis,,
LAA ,left atrial appendage,心房,https://en.wikipedia.org/wiki/Atrium_(heart),,
LAAC,left atrial appendage closure,左心耳封堵,,,
LAAEV,left atrium appendage emptying velocity,左心耳附件排空速度,,,
LAAO,left atrial appendage occlusion,左心耳闭塞,https://en.wikipedia.org/wiki/Left_atrial_appendage_occlusion,,
LAAT,left atrial appendage thrombus,左心耳血栓,,,
LABA,long-acting b2-agonist,长效b2-激动剂,,,
LABD,linear IgA bullous dermatosis ,线性IgA大疱性皮肤病,https://en.wikipedia.org/wiki/Linear_IgA_bullous_dermatosis,,
LAD,left anterior descending artery,左前降支动脉,https://en.wikipedia.org/wiki/Left_anterior_descending_artery,,
LAD,linear IgA dermatosis,线性IgA皮肤病,https://en.wikipedia.org/wiki/Linear_IgA_bullous_dermatosis,,
LAD,lymphadenopathy,淋巴结肿大,https://en.wikipedia.org/wiki/Lymphadenopathy,,
LAER,late auditory evoked response,晚期听觉诱发反应,,,
LAFB,left anterior fascicular block,左前束状传导阻滞,https://en.wikipedia.org/wiki/Left_anterior_fascicular_block,,
LAHB,left anterior hemiblock,左前半阻滞,https://en.wikipedia.org/wiki/Left_anterior_fascicular_block,,
LASIK,laser-assisted in situ keratomileusis,准分子激光原位角膜磨镶术,https://en.wikipedia.org/wiki/LASIK,,
LAT,large neutral amino acid transporter,大型中性氨基酸转运蛋白,https://en.wikipedia.org/wiki/CD98,,
LAVH,Laparoscopic Assisted Vaginal Hysterectomy,腹腔镜辅助阴道子宫切除术,,,
LAVI,left atrium volume index,左心房容积指数,,,
LBBB,left bundle branch block,左束支传导阻滞,https://en.wikipedia.org/wiki/Left_bundle_branch_block,,
LBM,lean body mass,瘦体重,https://en.wikipedia.org/wiki/Lean_body_mass,,
LBN,latanoprostene bunod,拉丁美洲前列腺素,https://en.wikipedia.org/wiki/Latanoprostene_bunod,,
LBO,large bowel obstruction,肠梗阻,https://en.wikipedia.org/wiki/Bowel_obstruction,,
LBP,lower back pain,下背痛,https://en.wikipedia.org/wiki/Low_back_pain,,
LC,local control,本地控制,,,
LCIS,lobular carcinoma in situ,小叶原位癌,https://en.wikipedia.org/wiki/Lobular_carcinoma_in_situ,,
LCSW,licensed clinical social worker,执照的临床社会工作者,,,
LCX,left circumflex (coronary artery),左旋支（冠状动脉）,,,
LD,lumbar drain,腰漏,,,
LDCT,low-dose computed tomography,低剂量计算机断层扫描,,,
LDH,lactic acid dehydrogenase,乳酸脱氢酶,https://en.wikipedia.org/wiki/Lactate_dehydrogenase,,
LDH,lumbar disc herniation,椎间盘脱出症,https://en.wikipedia.org/wiki/Spinal_disc_herniation#lumbar,,
LDL,low density lipoprotein,低密度脂蛋白,https://en.wikipedia.org/wiki/Low-density_lipoprotein,,
LDL-C,ow-density lipoprotein cholesterol,低密度脂蛋白胆固醇,,,
LDLR,low-density lipoprotein receptor,低密度脂蛋白受体,https://en.wikipedia.org/wiki/LDL_receptor,,
LDLT,living donor liver transplantation,活体供体肝移植,https://en.wikipedia.org/wiki/Liver_transplantation#Living_donor_transplantation,,
LDS,Loeyse-Dietz syndrome,Loeyse-Dietz综合征,,,
LE,leukocyte esterase,白细胞酯酶,https://en.wikipedia.org/wiki/Leukocyte_esterase,,
LE,lower extremity,人腿,https://en.wikipedia.org/wiki/Human_leg,,
LE,lupus erythematosus,红斑性狼疮,https://en.wikipedia.org/wiki/Lupus_erythematosus,,
LECVD,Lower Extremity Chronic Venous Disease,下肢慢性静脉疾病,,,
LEF,leflunomide,来氟米特,https://en.wikipedia.org/wiki/Leflunomide,,
LELE,Leading Edge to Leading Edge,前沿到前沿,,,
LEMG,laryngeal electromyography,喉肌电图,,,
LES,lower esophageal sphincter,食道,https://en.wikipedia.org/wiki/Esophagus#Sphincters,,
LF,local failure,局部故障,,,
LFA-1,lymphocyte function-associated antigen-1,淋巴球功能性抗原1,https://en.wikipedia.org/wiki/Lymphocyte_function-associated_antigen_1,,
LFC,lateral femoral condyle,股外侧con,https://en.wikipedia.org/wiki/Lateral_condyle_of_femur,,
LFT,liver function test,肝功能测试,https://en.wikipedia.org/wiki/Liver_function_tests,,
LH,Laparoscopic Hysterectomy,腹腔镜子宫切除术,,,
LH,luteinizing hormone,黄体生成素,https://en.wikipedia.org/wiki/Luteinizing_hormone,,
LHM,laparoscopic Heller myotomy ,腹腔镜Heller肌切开术,,,
LHRH,luteinizing hormone-releasing hormone,促性腺激素释放激素,https://en.wikipedia.org/wiki/Gonadotropin-releasing_hormone,,
LIMA,left internal mammary artery,左乳内动脉,,,
LITT,Laser Interstitial Thermal Therapy,激光间隙热疗,,,
LKP,lamellar keratoplasty,层状角膜移植,,,
LLE,left lower extremity,左下肢,,,
LLL,left lower lobe,左下叶,,,
LLL,low level laser,低水平激光,,,
LLQ,left lower quadrant,左下象限,https://en.wikipedia.org/wiki/Quadrants_and_regions_of_abdomen,,
LM,laparoscopic myomectomy,腹腔镜子宫肌瘤切除术,,,
LM,left main coronary artery,左冠状动脉,https://en.wikipedia.org/wiki/Left_coronary_artery,,
LMCA,left main coronary artery stenosis,左主冠状动脉狭窄,,,
LMP,last menstrual period,月经,https://en.wikipedia.org/wiki/Menstruation#Onset_and_frequency,,
LMT,left main trunk,左主干,,,
LMWH,Low Molecular Weight Heparin,低分子量肝素,,,
LN,lymph node,淋巴结,https://en.wikipedia.org/wiki/Lymph_node,,
LND,lymph node dissection,淋巴结清扫术,https://en.wikipedia.org/wiki/Lymphadenectomy,,
LNF,laparoscopic Nissen fundoplication,腹腔镜尼森胃底折叠术,https://en.wikipedia.org/wiki/Nissen_fundoplication,,
LOC,level of care,护理水平,https://en.wikipedia.org/wiki/Therapy#Levels_of_care,,
LOC,level of consciousness,意识水平,https://en.wikipedia.org/wiki/Altered_level_of_consciousness,,
LOC,loss of consciousness,意识丧失,https://en.wikipedia.org/wiki/Unconsciousness,,
LOCADTR,Level of care for alcohol and drug treatment referral,酒精和药物治疗转诊的护理水平,,,
LOF,loss-of-function,突变,https://en.wikipedia.org/wiki/Mutation,,
LOLA,L-ornithine L-aspartate,L-鸟氨酸L-天门冬氨酸,,,
LOMN,letter of medical necessity,医疗必要性函,,,
LOS,length of stay,停留时间,https://en.wikipedia.org/wiki/Length_of_stay,,
LP,lumbar puncture,腰椎穿刺,https://en.wikipedia.org/wiki/Lumbar_puncture,,
LPR,Laryngopharyngeal Reflux,咽喉反流,https://en.wikipedia.org/wiki/Laryngopharyngeal_reflux,,
LQTS,long QT syndrome,长QT综合症,https://en.wikipedia.org/wiki/Long_QT_syndrome,,
LR,lactated ringer,乳酸林格氏液,https://en.wikipedia.org/wiki/Ringer%27s_lactate_solution,,
LR,likelihood ratio,似然函数,https://en.wikipedia.org/wiki/Likelihood_function#Likelihood_ratio,,
LSD,lysergic acid diethylamide,麦角酸二乙酰胺,https://en.wikipedia.org/wiki/Lysergic_acid_diethylamide,,
LSPAF,long-standing persistent atrial fibrillation,长期持续性房颤,,,
LSS,lumbar spinal stenosis,腰椎管狭窄症,https://en.wikipedia.org/wiki/Lumbar_spinal_stenosis,,
LSV,Long Saphenous Vein,长隐静脉,,,
LT,liver transplantation,肝移植,https://en.wikipedia.org/wiki/Liver_transplantation,,
LTBI,latent tuberculosis infection,潜伏性结核感染,,,
LUE,left upper extremity,左上肢,,,
LUL,left upper lobe,左上叶,,,
LUQ,left upper quadrant,左上象限,https://en.wikipedia.org/wiki/Quadrants_and_regions_of_abdomen,,
LUTS,lower urinary tract symptoms,下尿路症状,https://en.wikipedia.org/wiki/Lower_urinary_tract_symptoms,,
LV,left ventricle,心室,https://en.wikipedia.org/wiki/Ventricle_(heart),,
LV,lentivirus,慢病毒属,https://en.wikipedia.org/wiki/Lentivirus,,
LV,limb volume,肢体体积,,,
LVAD,left ventricular assist device,左心室辅助装置,https://en.wikipedia.org/wiki/Ventricular_assist_device,,
LVEDP,left ventricular end-diastolic pressure,左心室舒张末期压力,,,
LVEF,left ventricle ejection fraction,左心室射血分数,,,
LVH,left ventricular hypertrophy,左心室肥大,https://en.wikipedia.org/wiki/Left_ventricular_hypertrophy,,
LVO,Large Vessel Occlusion,大血管闭塞,,,
LVO,Left Ventricular Opacification,左室不透明化,,,
LVOTO,left ventricular outflow tract obstruction,左室流出道梗阻,https://en.wikipedia.org/wiki/Ventricular_outflow_tract_obstruction,,
Li-RADS,Liver Imaging Reporting and Data System,肝脏影像报告和数据系统,,,
logMAR,logarithm of the minimum angle of resolution,最小分辨角的对数,,,
M/H,medical history,病史,https://en.wikipedia.org/wiki/Medical_history,,
M/R/G,"murmurs, rubs, gallops",杂音，摩擦，疾驰,,,
M0,Cancer has not spread to other parts of the body,癌症尚未扩散到身体的其他部位,https://www.cancer.gov/about-cancer/diagnosis-staging/staging,,
M1,Cancer has spread to other parts of the body,癌症已经扩散到身体的其他部位,https://www.cancer.gov/about-cancer/diagnosis-staging/staging,,
MA,migraine with aura,先兆,https://en.wikipedia.org/wiki/Aura_(symptom),,
MAA,Mycotic Aortic Aneurysm,霉菌性主动脉瘤,,,
MAC,Mycobacterium avium complex,鸟分枝杆菌复合体,https://en.wikipedia.org/wiki/Mycobacterium_avium_complex,,
MAC,membrane attack complex,攻膜复合物,https://en.wikipedia.org/wiki/Complement_membrane_attack_complex,,Y
MAC,minimum alveolar concentration,最低肺泡浓度,https://en.wikipedia.org/wiki/Minimum_alveolar_concentration,,Y
MAC,monitored anesthesia care,监测麻醉护理,,,
MACE,major adverse cardiac events,重大不良心脏事件,https://en.wikipedia.org/wiki/Major_adverse_cardiovascular_events,,
MACI,matrix autologous chondrocyte implant ,基质自体软骨细胞植入物,,,
MACS,Manual Ability Classification System,手动能力分类系统,https://en.wikipedia.org/wiki/Manual_Ability_Classification_System,,
MADRS,Montgomery–Åsberg Depression Rating Scale,蒙哥马利-奥斯伯格抑郁等级量表,https://en.wikipedia.org/wiki/Montgomery%E2%80%93%C3%85sberg_Depression_Rating_Scale,,
MAF,mitral annular flutter,二尖瓣环扑,,,
MAG,myelin-associated glycoprotein,髓鞘相关糖蛋白,https://en.wikipedia.org/wiki/Myelin-associated_glycoprotein,,
MAI,Mycobacterium avium-intracellulare infection,鸟分枝杆菌胞内感染,https://en.wikipedia.org/wiki/Mycobacterium_avium-intracellulare_infection,,
MALT,mucosa-associated lymphoid tissue,黏膜层淋巴组织,https://en.wikipedia.org/wiki/Mucosa-associated_lymphoid_tissue,,
MAO-B,monoamine oxidase B,单胺氧化酶B,https://en.wikipedia.org/wiki/Monoamine_oxidase_B,,
MAP,mean arterial pressure,平均动脉压,https://en.wikipedia.org/wiki/Mean_arterial_pressure,,
MAPK,mitogen-activated protein kinase,丝裂原活化蛋白激酶,https://en.wikipedia.org/wiki/Mitogen-activated_protein_kinase,,
MARS,molecular absorbents recirculation system,分子吸收剂再循环系统,,,
MASCC,Multinational Association for Supportive Care,多国支持治疗协会,,,
MB,microbleed,微出血,,,
MCA,middle cerebral artery,脑中动脉,https://en.wikipedia.org/wiki/Middle_cerebral_artery,,
MCB,monochlorobimane,一氯bimane,,,
MCH,mean corpuscular hemoglobin,平均红细胞血红蛋白,https://en.wikipedia.org/wiki/Mean_corpuscular_hemoglobin,,
MCHC,mean corpuscular hemoglobin concentration,平均细胞血红蛋白浓度,https://en.wikipedia.org/wiki/Mean_corpuscular_hemoglobin_concentration,,
MCII,minimum clinically important improvement,最小的临床重要改善,,,
MCL,medial collateral ligament,内侧副韧带,https://en.wikipedia.org/wiki/Medial_collateral_ligament,,
MCM,major congenital malformation,先天性障碍,https://en.wikipedia.org/wiki/Birth_defect,,
MCTD,Mixed Connective Tissue Disease,混合性结缔组织病,https://en.wikipedia.org/wiki/Mixed_connective_tissue_disease,,
MCTD,mixed connective tissue disease,混合性结缔组织病,https://en.wikipedia.org/wiki/Mixed_connective_tissue_disease,,
MCV,mean corpuscular volume,平均红细胞体积,https://en.wikipedia.org/wiki/Mean_corpuscular_volume,,
MD,muscular dystrophy,肌肉萎缩症,https://en.wikipedia.org/wiki/Muscular_dystrophy,,
MDD,major depressive disorder,重性抑郁疾患,https://en.wikipedia.org/wiki/Major_depressive_disorder,,
MDF,Maddrey discriminant function,Maddrey判别函数,,,
MDI,metered dose inhaler,定量吸入器,https://en.wikipedia.org/wiki/Metered-dose_inhaler,,
MDR,multidrug-resistant,耐多药,https://en.wikipedia.org/wiki/Multiple_drug_resistance,,
MDS,myelodysplastic syndrome,骨髓增生异常综合征,https://en.wikipedia.org/wiki/Myelodysplastic_syndrome,,
MECC,Minimal Extracorporeal Circulation,最少的体外循环,,,
MELAS,"mitochondrial encephalopathy, lactic acidosis, and stroke-like episodes",线粒体脑病，乳酸性酸中毒和中风样发作,,,
MELD,Model for End Stage Liver Disease,终末期肝病模型,,,
MELS,modular extracorporeal liver support system,模块化体外肝支持系统,,,
MEP,motor evoked potential,运动诱发电位,,,
MERRF,myoclonic epilepsy with ragged red fibers,肌阵挛性癫痫伴红色纤维参差不齐,,,
MERS,Middle East Respiratory Syndrome,中东呼吸综合征,https://en.wikipedia.org/wiki/Middle_East_respiratory_syndrome,,
MERS-CoV,Middle East Respiratory Syndrome Coronavirus,中东呼吸综合征冠状病毒,,,
MET,Metabolic Equivalent,代谢当量,,,
MET,motivational enhancement therapy,动机增强疗法,https://en.wikipedia.org/wiki/Motivational_enhancement_therapy,,
MFC,medial femoral condyle,股内侧con,,,
MFS,metastasis-free survival,无转移生存,,,
MG,myasthenia gravis,重症肌无力,https://en.wikipedia.org/wiki/Myasthenia_gravis,,Y
MGMT,O[6]-methylguanine-DNA methyltransferase,O [6]-甲基鸟嘌呤-DNA甲基转移酶,,,
MHOP,mental health outpatient services,心理健康门诊,,,
MHV,Murine Hepatitis Virus,鼠肝炎病毒,,,
MHV,mouse hepatitis virus,鼠冠状病毒,https://en.wikipedia.org/wiki/Murine_coronavirus,,
MI,myocardial infarction,心肌梗死,https://en.wikipedia.org/wiki/Myocardial_infarction,,
MILD,minimally invasive lumbar decompression,微创腰椎减压,,,
MIP,molecular inversion probe,分子反转探针,,,
ML,Microlaryngoscopy,微喉镜,,,
MLD,manual lymphatic drainage,人工淋巴引流,https://en.wikipedia.org/wiki/Manual_lymphatic_drainage,,
MM,multiple myeloma,多发性骨髓瘤,https://en.wikipedia.org/wiki/Multiple_myeloma,,
MMLV,Moloney murine leukemia virus,莫洛尼氏鼠白血病病毒,,,
MMLV-RT,Moloney murine leukemia virus reverse transcriptase,莫洛尼氏鼠白血病病毒逆转录酶,,,
MMN,multi-focal motor neuropathy,多灶性运动神经病,https://en.wikipedia.org/wiki/Multifocal_motor_neuropathy,,
MMSE,mini-mental state examination,简短智能测验,https://en.wikipedia.org/wiki/Mini%E2%80%93Mental_State_Examination,,
MMTP,Methadone Maintenance Treatment Program,美沙酮维持治疗计划,,,
MN,midnight,子夜,https://en.wikipedia.org/wiki/Midnight,,
MO,migraine without aura,无先兆偏头痛,,,
MO,morbid obesity,肥胖症,https://en.wikipedia.org/wiki/Obesity,,
MOA,mechanism of action,作用机制,https://en.wikipedia.org/wiki/Mechanism_of_action,,
MODQ,Modified Oswestry Disability Questionnaire,改良的Oswestry残疾问卷,,,
MOG,myelin oligodendrocyte glycoprotein,髓鞘少突胶质细胞糖蛋白,https://en.wikipedia.org/wiki/Myelin_oligodendrocyte_glycoprotein,,
MOH,medication overuse headache,用药过度头痛,https://en.wikipedia.org/wiki/Medication_overuse_headache,,
MOI,multiplicity of infection,感染复数,https://en.wikipedia.org/wiki/Multiplicity_of_infection,,
MOM,milk of magnesia,氢氧化镁,https://en.wikipedia.org/wiki/Magnesium_hydroxide,,
MOSF,multiple organ system failure,多重器官衰竭,https://en.wikipedia.org/wiki/Multiple_organ_dysfunction_syndrome,,
MP-NAAT,multiplex nucleic acid amplification test,多重核酸扩增试验,,,
MPFL,Medial patellofemoral ligament,em股内侧韧带,https://en.wikipedia.org/wiki/Medial_patellofemoral_ligament,,
MPH,methylphenidate,哌甲酯,https://en.wikipedia.org/wiki/Methylphenidate,,
MPJ,Metatarsal Phalangeal Joint,hal指关节,,,
MPL,Medial Patella Luxation,Pat骨内侧Lux突,,,
MPN,myeloproliferative neoplasm,骨髓增殖性疾病,https://en.wikipedia.org/wiki/Myeloproliferative_neoplasm,,
MPNST,malignant peripheral nerve sheath tumor,恶性周围神经鞘瘤,https://en.wikipedia.org/wiki/Malignant_peripheral_nerve_sheath_tumor,,
MR,mental retardation,智力障碍,https://en.wikipedia.org/wiki/Intellectual_disability,,
MR,mitral regurgitation,二尖瓣闭锁不全,https://en.wikipedia.org/wiki/Mitral_insufficiency,,
MR-SWI,magnetic resonance-susceptibility weighted imaging,磁共振敏感性加权成像,,,
MR-proADM,mid-regional pro-adrenomedullin,中部肾上腺髓质素原,,,
MRA,magnetic resonance angiography,磁共振血管造影,https://en.wikipedia.org/wiki/Magnetic_resonance_angiography,,
MRA,mandibular repositioning appliance,止鼾器,https://en.wikipedia.org/wiki/Mandibular_advancement_splint,,
MRADL,mobility-related activity of daily living,与流动性有关的日常生活活动,,,
MRC,mitochondrial respiratory chain,电子传递链,https://en.wikipedia.org/wiki/Electron_transport_chain,,
MRCP,Magnetic Resonance Cholangiopancreatogram,磁共振胰胆管造影,,,
MRCP,mental retardation with cerebral palsy,智力低下伴脑瘫,,,
MRD,margin to reflex distance,边缘到反射距离,,,
MRI,magnetic resonance imaging,核磁共振成像,https://en.wikipedia.org/wiki/Magnetic_resonance_imaging,,
MRM,Modified Radical Mastectomy,改良根治性乳房切除术,,,
MRSA,methicillin-resistant Staphylococcus aureus,耐甲氧西林金黄色葡萄球菌,https://en.wikipedia.org/wiki/Methicillin-resistant_Staphylococcus_aureus,,
MRV,magnetic resonance venogram,磁共振静脉图,,,
MRgFUS,Magnetic Resonance Guided Focused Ultrasound,磁共振引导聚焦超声,,,
MS,mental status,心理状态测验,https://en.wikipedia.org/wiki/Mental_status_examination,,
MS,mitral stenosis,二尖瓣狭窄,https://en.wikipedia.org/wiki/Mitral_valve_stenosis,,
MS,morphine sulphate,吗啡,https://en.wikipedia.org/wiki/Morphine,,
MS,multiple sclerosis,多发性硬化症,https://en.wikipedia.org/wiki/Multiple_sclerosis,,
MS,musculoskeletal,肌肉骨骼系统,https://en.wikipedia.org/wiki/Human_musculoskeletal_system,,
MSA,magnetic sphincter augmentation,电磁括约肌增强,,,
MSA,multiple system atrophy,多系统萎缩,https://en.wikipedia.org/wiki/Multiple_system_atrophy,,
MSAFP,Maternal Serum Alpha-Fetoprotein,孕妇血清甲胎蛋白,,,
MSC,mesenchymal stem cell,间充质干细胞,https://en.wikipedia.org/wiki/Mesenchymal_stem_cell,,
MSI,microsatellite instability,微卫星不稳定性,https://en.wikipedia.org/wiki/Microsatellite_instability,,
MSKCC,Memorial Sloan-Kettering Cancer Center,纪念斯隆-凯特琳癌症中心,https://en.wikipedia.org/wiki/Memorial_Sloan_Kettering_Cancer_Center,,
MSLT,Multiple Sleep Latency Test,多次睡眠延迟测试,https://en.wikipedia.org/wiki/Multiple_Sleep_Latency_Test,,
MSSA,methicillin-sensitive Staphylococcus aureus,金黄色葡萄球菌,https://en.wikipedia.org/wiki/Staphylococcus_aureus,,
MTF,male-to-female,跨性别女性,https://en.wikipedia.org/wiki/Trans_woman#Terminology,,
MTHFR,methylenetetrahydrofolate reductase,亚甲基四氢叶酸还原酶,https://en.wikipedia.org/wiki/Methylenetetrahydrofolate_reductase,,
MTP,metatarsophalangeal,tar趾,https://en.wikipedia.org/wiki/Metatarsophalangeal_joints,,
MTX,methotrexate,氨甲蝶呤,https://en.wikipedia.org/wiki/Methotrexate,,
MUA,manipulation under anesthesia,麻醉下的操作,https://en.wikipedia.org/wiki/Manipulation_under_anesthesia,,
MV,mechanical ventilation,机械通风,https://en.wikipedia.org/wiki/Mechanical_ventilation,,
MVA,motor vehicle accident,车祸,https://en.wikipedia.org/wiki/Traffic_collision,,
MVC,maximal voluntary contraction,最大自愿收缩,,,
MVD,multi-vessel disease,多支血管疾病,,,
MVO,microvascular obstruction,微血管阻塞,https://en.wikipedia.org/wiki/No_reflow_phenomenon,,
MVP,mitral valve prolapse,二尖瓣脱垂,https://en.wikipedia.org/wiki/Mitral_valve_prolapse,,
MVR,Mitral Valve Replacement,二尖瓣置换,,,
MVS,mitral valve surgery,二尖瓣手术,,,
MVV,Mitral Valve Valvuloplasty,二尖瓣瓣膜成形术,,,
MWS,Mowat-Wilson syndrome,Mowat-Wilson综合征,https://en.wikipedia.org/wiki/Mowat%E2%80%93Wilson_syndrome,,
MX,Distant metastasis cannot be measured,远处转移无法测量,https://www.cancer.gov/about-cancer/diagnosis-staging/staging,,
Mb,myoglobin,肌红蛋白,https://en.wikipedia.org/wiki/Myoglobin,,
Mg,magnesium,镁,https://en.wikipedia.org/wiki/Magnesium,,
MgSO₄,Magnesium sulfate,硫酸镁,https://en.wikipedia.org/wiki/Magnesium_sulfate,,
Mpro,main protease,主要蛋白酶,,,
MuSK,Muscle-Specific Kinase,肌肉特异性激酶,,,
Multi-D,multi-disciplinary,科际整合,https://en.wikipedia.org/wiki/Interdisciplinarity,,
mAbs,monoclonal antibodies,单克隆抗体,https://en.wikipedia.org/wiki/Monoclonal_antibody,,
mCRPC,metastatic castration-resistant prostate cancer,前列腺癌,https://en.wikipedia.org/wiki/Prostate_cancer,,
mLAP,mean left atrial pressure,平均左心房压,,,
